r;430251295;224004;101689;0;1
r;430252821;224004;68439;0;1
r;430254176;224004;116477;0;1
r;430316505;224004;225916;0;1
r;430317448;224004;234036;0;1
r;430317678;224004;244620;0;1
r;430317898;224004;24956;0;1
r;430321039;224004;220013;0;1
r;430321042;224004;61490;0;1
r;12884016;224004;240940;0;19
r;391159533;224004;9111691;0;25
r;391159534;224004;6876520;0;25
r;391159535;224004;6876772;0;25
r;391159536;224004;6876774;0;25
r;391159537;224004;6876526;0;25
r;391159538;224004;9111692;0;25
r;391159539;224004;9111693;0;25
r;391159540;224004;6876532;0;25
r;391159541;224004;9111694;0;25
r;391159542;224004;6876780;0;25
r;391159543;224004;6876536;0;25
r;391159544;224004;6876538;0;25
r;391159545;224004;6876540;0;25
r;391159546;224004;6876542;0;25
r;391159547;224004;6876544;0;25
r;391159548;224004;6876545;0;25
r;391159549;224004;6876792;0;25
r;391159550;224004;6876549;0;25
r;391159551;224004;9111715;0;25
r;391159552;224004;6876553;0;25
r;391159553;224004;6876555;0;25
r;391159554;224004;9064828;0;25
r;391159555;224004;6876557;0;25
r;391159556;224004;6876559;0;25
r;391159557;224004;6876561;0;25
r;391159558;224004;6876563;0;25
r;391159559;224004;6876565;0;25
r;391159560;224004;6876814;0;25
r;391159561;224004;6876569;0;25
r;391159562;224004;6876818;0;25
r;391159563;224004;6876820;0;25
r;391159564;224004;6876822;0;25
r;391159565;224004;6876824;0;25
r;391159566;224004;9065656;0;25
r;391159567;224004;9111695;0;25
r;391159568;224004;13462734;0;25
r;391159569;224004;8845283;0;25
r;391159570;224004;6876587;0;25
r;391159571;224004;9110885;0;25
r;391159572;224004;6876832;0;25
r;391159573;224004;12923192;0;25
r;391159574;224004;6876593;0;25
r;391159575;224004;6876597;0;25
r;391159576;224004;9111717;0;25
r;391159577;224004;6876840;0;25
r;391159578;224004;8847281;0;25
r;391159579;224004;9111719;0;25
r;391159580;224004;6876605;0;25
r;391159581;224004;9111720;0;25
r;391159582;224004;6876609;0;25
r;391159583;224004;6876850;0;25
r;391159584;224004;13257453;0;25
r;391159585;224004;9111721;0;25
r;391159586;224004;9111722;0;25
r;391159587;224004;9111723;0;25
r;391159588;224004;6876617;0;25
r;391159589;224004;6876858;0;25
r;391159590;224004;6876860;0;25
r;391159591;224004;6876621;0;25
r;391159592;224004;6876623;0;25
r;391159593;224004;6876625;0;25
r;391159594;224004;6876627;0;25
r;391159595;224004;6876866;0;25
r;391159596;224004;6876631;0;25
r;391159597;224004;6821864;0;25
r;391159598;224004;6876869;0;25
r;391159599;224004;8847284;0;25
r;391159600;224004;6876873;0;25
r;391159601;224004;6876875;0;25
r;391159602;224004;6876643;0;25
r;391159603;224004;6876881;0;25
r;391159604;224004;7032194;0;25
r;391159605;224004;6875494;0;25
r;391159606;224004;9111727;0;25
r;391159607;224004;6876653;0;25
r;391159608;224004;6850771;0;25
r;391159609;224004;6876887;0;25
r;391159610;224004;6876889;0;25
r;391159611;224004;9111702;0;25
r;391159612;224004;6876893;0;25
r;391159613;224004;6876895;0;25
r;391159614;224004;6876897;0;25
r;391159615;224004;6876665;0;25
r;391159616;224004;9111703;0;25
r;391159617;224004;6876899;0;25
r;391159618;224004;6875506;0;25
r;391159619;224004;9111729;0;25
r;391159620;224004;6876671;0;25
r;391159621;224004;9111705;0;25
r;391159622;224004;6876677;0;25
r;391159623;224004;13462735;0;25
r;391159624;224004;9111706;0;25
r;391159625;224004;9111707;0;25
r;391159626;224004;9111730;0;25
r;391159627;224004;6876916;0;25
r;391159628;224004;9104765;0;25
r;391159629;224004;9111732;0;25
r;391159630;224004;6876922;0;25
r;391159631;224004;6876924;0;25
r;391159632;224004;6876926;0;25
r;391159633;224004;6876928;0;25
r;391159634;224004;6876930;0;25
r;391159635;224004;6876932;0;25
r;391159636;224004;6876936;0;25
r;391159637;224004;13462737;0;25
r;391159638;224004;6876940;0;25
r;391159639;224004;6876942;0;25
r;391159640;224004;6904090;0;25
r;391159641;224004;6876946;0;25
r;391159642;224004;6876948;0;25
r;391159643;224004;6876950;0;25
r;391159644;224004;6876952;0;25
r;391159645;224004;10041507;0;25
r;391159646;224004;6876719;0;25
r;391159647;224004;6876955;0;25
r;391159648;224004;6876957;0;25
r;391159649;224004;6876959;0;25
r;391159650;224004;6876961;0;25
r;391159651;224004;10041511;0;25
r;391159652;224004;6876729;0;25
r;391159653;224004;6876967;0;25
r;391159654;224004;6876969;0;25
r;391159655;224004;6876737;0;25
r;391159656;224004;13462739;0;25
r;391159657;224004;6876741;0;25
r;391159658;224004;6876743;0;25
r;391159659;224004;13462741;0;25
r;391159660;224004;6876977;0;25
r;391159661;224004;9111714;0;25
r;391159662;224004;7469746;0;25
r;391159663;224004;7606250;0;25
r;391159664;224004;6876751;0;25
r;391159665;224004;6876985;0;25
r;391159666;224004;6876757;0;25
r;391159667;224004;9111737;0;25
r;391159668;224004;6876767;0;25
r;391159669;224004;6876769;0;25
r;391159670;224004;6876522;0;25
r;391159671;224004;6876524;0;25
r;391159672;224004;6850793;0;25
r;391159673;224004;6876776;0;25
r;391159674;224004;6876778;0;25
r;391159675;224004;13204619;0;25
r;391159676;224004;13462743;0;25
r;391159677;224004;10041505;0;25
r;391159678;224004;6876534;0;25
r;391159679;224004;6876784;0;25
r;391159680;224004;6876786;0;25
r;391159681;224004;6876788;0;25
r;391159682;224004;8857683;0;25
r;391159683;224004;6850795;0;25
r;391159684;224004;6876547;0;25
r;391159685;224004;6876794;0;25
r;391159686;224004;6876796;0;25
r;391159687;224004;6876798;0;25
r;391159688;224004;13462745;0;25
r;391159689;224004;6876800;0;25
r;391159690;224004;6876802;0;25
r;391159691;224004;6876804;0;25
r;391159692;224004;6876806;0;25
r;391159693;224004;6876808;0;25
r;391159694;224004;6876810;0;25
r;391159695;224004;6876812;0;25
r;391159696;224004;6876567;0;25
r;391159697;224004;6876816;0;25
