r;305200708;6401104;224004;0;1
r;365866522;187499;224004;0;1
r;366929860;14454082;224004;0;1
r;399526385;2960354;224004;0;2
r;434377025;16325392;224004;0;2
r;419713337;15227099;224004;0;3
r;419524182;16073826;224004;0;4
r;419679700;15351976;224004;0;4
r;419679704;15240555;224004;0;4
r;419679708;15266627;224004;0;4
r;419679712;15351978;224004;0;4
r;419679716;15351980;224004;0;4
r;419679719;15351977;224004;0;4
r;419679723;15351973;224004;0;4
r;419679727;15351975;224004;0;4
r;419679731;15262689;224004;0;4
r;419679735;15351974;224004;0;4
r;419679739;15288610;224004;0;4
r;419679743;15250304;224004;0;4
r;419679747;15351984;224004;0;4
r;419679751;15351982;224004;0;4
r;419679755;15264009;224004;0;4
r;419679764;15227730;224004;0;4
r;419679773;15351981;224004;0;4
r;395253744;15416605;224004;0;5
r;274283933;10906507;224004;0;6
r;264443309;10598935;224004;0;7
r;95352814;3875375;224004;0;8
r;419197999;3100529;224004;0;8
r;54502005;2422515;224004;0;10
r;247507093;10299151;224004;0;13
r;10975941;240940;224004;0;21
r;11518017;179085;224004;0;21
r;109033239;5521320;224004;0;22
r;364332676;14317020;224004;0;25
r;415595762;6950218;224004;0;25
r;15259376;10576;224004;0;26
r;18756081;599673;224004;0;26
r;391043272;12921931;224004;0;28
r;411313066;14530403;224004;0;51
r;419926590;14731045;224004;0;51
r;99104975;4344495;224004;0;56
r;9859308;238238;224004;0;62
r;1681016;154413;224004;0;80
r;364329521;14316928;224004;0;215
r;391043273;12921931;224004;5;25
r;430644309;15240604;224004;6;10
r;431111030;15266626;224004;6;10
r;432288889;15240554;224004;6;10
r;432427293;15416604;224004;6;10
r;430541506;15580302;224004;6;20
r;364332890;14317020;224004;6;25
r;428852420;15416605;224004;6;25
r;428852426;15227730;224004;6;25
r;428852427;15351982;224004;6;25
r;428852428;15264009;224004;6;25
r;428852429;15351984;224004;6;25
r;428852430;15250304;224004;6;25
r;428852431;15351974;224004;6;25
r;428852432;15288610;224004;6;25
r;428852433;15262689;224004;6;25
r;428852434;15351975;224004;6;25
r;428852435;15351973;224004;6;25
r;428852436;15351977;224004;6;25
r;428852437;15351980;224004;6;25
r;428852438;15351978;224004;6;25
r;428852439;15266627;224004;6;25
r;428852440;15240555;224004;6;25
r;428852441;15351981;224004;6;25
r;428852442;15351976;224004;6;25
r;108358409;2960354;224004;6;31
r;109033240;5521320;224004;6;31
r;364329375;14316928;224004;6;34
r;108358408;3100529;224004;6;37
r;3213259;238238;224004;6;83
r;430251296;101689;224004;8;1
r;430252822;68439;224004;8;1
r;430254177;116477;224004;8;1
r;430316506;225916;224004;8;1
r;430317449;234036;224004;8;1
r;430317679;244620;224004;8;1
r;430317899;24956;224004;8;1
r;430321040;220013;224004;8;1
r;430321043;61490;224004;8;1
r;391339721;7053968;224004;8;25
r;9966617;240940;224004;9;35
r;10707304;179085;224004;9;35
r;433394487;145953;224004;10;11
r;433396205;74846;224004;10;11
r;433396564;221019;224004;10;11
r;433398626;228289;224004;10;11
r;433400559;96211;224004;10;11
r;433401159;34898;224004;10;11
r;433401239;95422;224004;10;11
r;433401420;139779;224004;10;11
r;433401670;77008;224004;10;11
r;433401863;225934;224004;10;11
r;433402024;213977;224004;10;11
r;433402164;240720;224004;10;11
r;433402332;16110;224004;10;11
r;433403470;77424;224004;10;11
r;433403815;107477;224004;10;11
r;433404505;140715;224004;10;11
r;433404705;26363;224004;10;11
r;433404860;81934;224004;10;11
r;433405995;142086;224004;10;11
r;433406270;144846;224004;10;11
r;433406565;50869;224004;10;11
r;433406826;51126;224004;10;11
r;28720910;258097;224004;13;30
r;69025808;126824;224004;13;30
r;3134942;158081;224004;13;51
r;11558517;327195;224004;13;51
r;72629122;37151;224004;13;51
r;12057235;195060;224004;13;91
r;12141812;328779;224004;13;91
r;78815202;224004;224004;19;31
r;119777098;599673;224004;19;35
r;1883766;236513;224004;22;32
r;15124644;10576;224004;27;22
r;9281132;323670;224004;56;26
r;105136029;101155;224004;60;35
r;390971171;12921931;224004;72;25
r;385458298;238238;224004;130;25
r;387616858;3100529;224004;130;25
r;387759470;2960354;224004;130;25
r;389502839;14316928;224004;130;25
r;237036966;103664;224004;150;25
r;218399411;15099;224004;150;45
r;390130050;12921931;224004;333;25
r;394945502;6950218;224004;333;25
r;3212901;238238;224004;666;1
r;9367570;166203;224004;666;1
r;1803192;230808;224004;666;2
r;118919825;6066367;224004;777;10
r;329832293;12881916;224004;777;10
